"id","phoneNumber","area","wasteGeneratorTypes","houseNumber","floorNumber","householdType","personName","contactNumber","numberOfPeople","buildingPhoto","createdAt","updatedAt","dryRFID","drySlno","wetRFID","wetSlno","lat","lng"
3443,"7010000011","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-11","2nd Floor","Owner","Ananya Kumar","8010000011","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000000B","W2-D-000011","E2004702B000000000000B","W2-W-000011",12.89752000,77.59900000
3444,"7010000012","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-12","3rd Floor","Tenant","Aadhya Kumar","8010000012","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000000C","W2-D-000012","E2004702B000000000000C","W2-W-000012",12.89752200,77.59915000
3445,"7010000013","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-13","Ground floor","Owner","Diya Kumar","8010000013","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000000D","W2-D-000013","E2004702B000000000000D","W2-W-000013",12.89752400,77.59930000
3446,"7010000014","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-14","1st Floor","Tenant","Ishita Kumar","8010000014","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000000E","W2-D-000014","E2004702B000000000000E","W2-W-000014",12.89752600,77.59945000
3447,"7010000015","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-15","2nd Floor","Owner","Kavya Kumar","8010000015","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000000F","W2-D-000015","E2004702B000000000000F","W2-W-000015",12.89752800,77.59960000
3448,"7010000016","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-16","3rd Floor","Tenant","Meera Kumar","8010000016","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000010","W2-D-000016","E2004702B0000000000010","W2-W-000016",12.89753000,77.59975000
3449,"7010000017","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-17","Ground floor","Owner","Sneha Kumar","8010000017","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000011","W2-D-000017","E2004702B0000000000011","W2-W-000017",12.89753200,77.59990000
3450,"7010000018","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-18","1st Floor","Tenant","Pooja Kumar","8010000018","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000012","W2-D-000018","E2004702B0000000000012","W2-W-000018",12.89753400,77.60005000
3451,"7010000019","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-19","2nd Floor","Owner","Riya Kumar","8010000019","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000013","W2-D-000019","E2004702B0000000000013","W2-W-000019",12.89753600,77.60020000
3452,"7010000020","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-20","3rd Floor","Tenant","Nandini Kumar","8010000020","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000014","W2-D-000020","E2004702B0000000000014","W2-W-000020",12.89753800,77.60035000
3453,"7010000021","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-21","Ground floor","Owner","Sanjay Kumar","8010000021","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000015","W2-D-000021","E2004702B0000000000015","W2-W-000021",12.89754000,77.60050000
3454,"7010000022","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-22","1st Floor","Tenant","Manoj Kumar","8010000022","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000016","W2-D-000022","E2004702B0000000000016","W2-W-000022",12.89754200,77.60065000
3455,"7010000023","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-23","2nd Floor","Owner","Suresh Kumar","8010000023","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000017","W2-D-000023","E2004702B0000000000017","W2-W-000023",12.89754400,77.60080000
3456,"7010000024","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-24","3rd Floor","Tenant","Mahesh Kumar","8010000024","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000018","W2-D-000024","E2004702B0000000000018","W2-W-000024",12.89754600,77.60095000
3457,"7010000025","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-25","Ground floor","Owner","Prakash Kumar","8010000025","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000019","W2-D-000025","E2004702B0000000000019","W2-W-000025",12.89754800,77.60110000
3458,"7010000026","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-26","1st Floor","Tenant","Ramesh Kumar","8010000026","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001A","W2-D-000026","E2004702B000000000001A","W2-W-000026",12.89765000,77.59750200
3459,"7010000027","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-27","2nd Floor","Owner","Ganesh Kumar","8010000027","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001B","W2-D-000027","E2004702B000000000001B","W2-W-000027",12.89765200,77.59765200
3460,"7010000028","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-28","3rd Floor","Tenant","Dinesh Kumar","8010000028","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001C","W2-D-000028","E2004702B000000000001C","W2-W-000028",12.89765400,77.59780200
3461,"7010000029","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-29","Ground floor","Owner","Nikhil Kumar","8010000029","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001D","W2-D-000029","E2004702B000000000001D","W2-W-000029",12.89765600,77.59795200
3462,"7010000030","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-30","1st Floor","Tenant","Varun Kumar","8010000030","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001E","W2-D-000030","E2004702B000000000001E","W2-W-000030",12.89765800,77.59810200
3463,"7010000031","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-31","2nd Floor","Owner","Priya Kumar","8010000031","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000001F","W2-D-000031","E2004702B000000000001F","W2-W-000031",12.89766000,77.59825200
3464,"7010000032","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-32","3rd Floor","Tenant","Divya Kumar","8010000032","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000020","W2-D-000032","E2004702B0000000000020","W2-W-000032",12.89766200,77.59840200
3465,"7010000033","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-33","Ground floor","Owner","Swathi Kumar","8010000033","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000021","W2-D-000033","E2004702B0000000000021","W2-W-000033",12.89766400,77.59855200
3466,"7010000034","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-34","1st Floor","Tenant","Shreya Kumar","8010000034","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000022","W2-D-000034","E2004702B0000000000022","W2-W-000034",12.89766600,77.59870200
3467,"7010000035","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-35","2nd Floor","Owner","Keerthi Kumar","8010000035","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000023","W2-D-000035","E2004702B0000000000023","W2-W-000035",12.89766800,77.59885200
3468,"7010000036","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-36","3rd Floor","Tenant","Lakshmi Kumar","8010000036","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000024","W2-D-000036","E2004702B0000000000024","W2-W-000036",12.89767000,77.59900200
3469,"7010000037","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-37","Ground floor","Owner","Deepa Kumar","8010000037","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000025","W2-D-000037","E2004702B0000000000025","W2-W-000037",12.89767200,77.59915200
3470,"7010000038","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-38","1st Floor","Tenant","Asha Kumar","8010000038","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000026","W2-D-000038","E2004702B0000000000026","W2-W-000038",12.89767400,77.59930200
3471,"7010000039","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-39","2nd Floor","Owner","Pallavi Kumar","8010000039","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000027","W2-D-000039","E2004702B0000000000027","W2-W-000039",12.89767600,77.59945200
3472,"7010000040","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-40","3rd Floor","Tenant","Bhavana Kumar","8010000040","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000028","W2-D-000040","E2004702B0000000000028","W2-W-000040",12.89767800,77.59960200
3473,"7010000041","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-41","Ground floor","Owner","Aarav Sharma","8010000041","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000029","W2-D-000041","E2004702B0000000000029","W2-W-000041",12.89768000,77.59975200
3474,"7010000042","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-42","1st Floor","Tenant","Vihaan Sharma","8010000042","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002A","W2-D-000042","E2004702B000000000002A","W2-W-000042",12.89768200,77.59990200
3475,"7010000043","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-43","2nd Floor","Owner","Aditya Sharma","8010000043","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002B","W2-D-000043","E2004702B000000000002B","W2-W-000043",12.89768400,77.60005200
3476,"7010000044","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-44","3rd Floor","Tenant","Arjun Sharma","8010000044","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002C","W2-D-000044","E2004702B000000000002C","W2-W-000044",12.89768600,77.60020200
3477,"7010000045","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-45","Ground floor","Owner","Rohan Sharma","8010000045","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002D","W2-D-000045","E2004702B000000000002D","W2-W-000045",12.89768800,77.60035200
3478,"7010000046","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-46","1st Floor","Tenant","Rahul Sharma","8010000046","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002E","W2-D-000046","E2004702B000000000002E","W2-W-000046",12.89769000,77.60050200
3479,"7010000047","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-47","2nd Floor","Owner","Karthik Sharma","8010000047","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000002F","W2-D-000047","E2004702B000000000002F","W2-W-000047",12.89769200,77.60065200
3480,"7010000048","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-48","3rd Floor","Tenant","Vikram Sharma","8010000048","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000030","W2-D-000048","E2004702B0000000000030","W2-W-000048",12.89769400,77.60080200
3481,"7010000049","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-49","Ground floor","Owner","Akash Sharma","8010000049","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000031","W2-D-000049","E2004702B0000000000031","W2-W-000049",12.89769600,77.60095200
3482,"7010000050","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","1-50","1st Floor","Tenant","Siddharth Sharma","8010000050","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000032","W2-D-000050","E2004702B0000000000032","W2-W-000050",12.89769800,77.60110200
3483,"7010000051","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-01","2nd Floor","Owner","Ananya Sharma","8010000051","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000033","W2-D-000051","E2004702B0000000000033","W2-W-000051",12.89780000,77.59750400
3484,"7010000052","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-02","3rd Floor","Tenant","Aadhya Sharma","8010000052","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000034","W2-D-000052","E2004702B0000000000034","W2-W-000052",12.89780200,77.59765400
3485,"7010000053","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-03","Ground floor","Owner","Diya Sharma","8010000053","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000035","W2-D-000053","E2004702B0000000000035","W2-W-000053",12.89780400,77.59780400
3486,"7010000054","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-04","1st Floor","Tenant","Ishita Sharma","8010000054","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000036","W2-D-000054","E2004702B0000000000036","W2-W-000054",12.89780600,77.59795400
3487,"7010000055","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-05","2nd Floor","Owner","Kavya Sharma","8010000055","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000037","W2-D-000055","E2004702B0000000000037","W2-W-000055",12.89780800,77.59810400
3488,"7010000056","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-06","3rd Floor","Tenant","Meera Sharma","8010000056","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000038","W2-D-000056","E2004702B0000000000038","W2-W-000056",12.89781000,77.59825400
3489,"7010000057","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-07","Ground floor","Owner","Sneha Sharma","8010000057","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000039","W2-D-000057","E2004702B0000000000039","W2-W-000057",12.89781200,77.59840400
3490,"7010000058","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-08","1st Floor","Tenant","Pooja Sharma","8010000058","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003A","W2-D-000058","E2004702B000000000003A","W2-W-000058",12.89781400,77.59855400
3491,"7010000059","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-09","2nd Floor","Owner","Riya Sharma","8010000059","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003B","W2-D-000059","E2004702B000000000003B","W2-W-000059",12.89781600,77.59870400
3492,"7010000060","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-10","3rd Floor","Tenant","Nandini Sharma","8010000060","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003C","W2-D-000060","E2004702B000000000003C","W2-W-000060",12.89781800,77.59885400
3493,"7010000061","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-11","Ground floor","Owner","Sanjay Sharma","8010000061","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003D","W2-D-000061","E2004702B000000000003D","W2-W-000061",12.89782000,77.59900400
3494,"7010000062","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-12","1st Floor","Tenant","Manoj Sharma","8010000062","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003E","W2-D-000062","E2004702B000000000003E","W2-W-000062",12.89782200,77.59915400
3495,"7010000063","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-13","2nd Floor","Owner","Suresh Sharma","8010000063","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000003F","W2-D-000063","E2004702B000000000003F","W2-W-000063",12.89782400,77.59930400
3496,"7010000064","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-14","3rd Floor","Tenant","Mahesh Sharma","8010000064","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000040","W2-D-000064","E2004702B0000000000040","W2-W-000064",12.89782600,77.59945400
3497,"7010000065","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-15","Ground floor","Owner","Prakash Sharma","8010000065","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000041","W2-D-000065","E2004702B0000000000041","W2-W-000065",12.89782800,77.59960400
3498,"7010000066","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-16","1st Floor","Tenant","Ramesh Sharma","8010000066","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000042","W2-D-000066","E2004702B0000000000042","W2-W-000066",12.89783000,77.59975400
3499,"7010000067","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-17","2nd Floor","Owner","Ganesh Sharma","8010000067","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000043","W2-D-000067","E2004702B0000000000043","W2-W-000067",12.89783200,77.59990400
3500,"7010000068","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-18","3rd Floor","Tenant","Dinesh Sharma","8010000068","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000044","W2-D-000068","E2004702B0000000000044","W2-W-000068",12.89783400,77.60005400
3501,"7010000069","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-19","Ground floor","Owner","Nikhil Sharma","8010000069","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000045","W2-D-000069","E2004702B0000000000045","W2-W-000069",12.89783600,77.60020400
3502,"7010000070","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-20","1st Floor","Tenant","Varun Sharma","8010000070","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000046","W2-D-000070","E2004702B0000000000046","W2-W-000070",12.89783800,77.60035400
3503,"7010000071","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-21","2nd Floor","Owner","Priya Sharma","8010000071","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000047","W2-D-000071","E2004702B0000000000047","W2-W-000071",12.89784000,77.60050400
3504,"7010000072","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-22","3rd Floor","Tenant","Divya Sharma","8010000072","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000048","W2-D-000072","E2004702B0000000000048","W2-W-000072",12.89784200,77.60065400
3505,"7010000073","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-23","Ground floor","Owner","Swathi Sharma","8010000073","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000049","W2-D-000073","E2004702B0000000000049","W2-W-000073",12.89784400,77.60080400
3506,"7010000074","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-24","1st Floor","Tenant","Shreya Sharma","8010000074","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004A","W2-D-000074","E2004702B000000000004A","W2-W-000074",12.89784600,77.60095400
3507,"7010000075","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-25","2nd Floor","Owner","Keerthi Sharma","8010000075","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004B","W2-D-000075","E2004702B000000000004B","W2-W-000075",12.89784800,77.60110400
3508,"7010000076","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-26","3rd Floor","Tenant","Lakshmi Sharma","8010000076","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004C","W2-D-000076","E2004702B000000000004C","W2-W-000076",12.89795000,77.59750600
3509,"7010000077","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-27","Ground floor","Owner","Deepa Sharma","8010000077","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004D","W2-D-000077","E2004702B000000000004D","W2-W-000077",12.89795200,77.59765600
3510,"7010000078","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-28","1st Floor","Tenant","Asha Sharma","8010000078","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004E","W2-D-000078","E2004702B000000000004E","W2-W-000078",12.89795400,77.59780600
3511,"7010000079","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-29","2nd Floor","Owner","Pallavi Sharma","8010000079","1",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A000000000004F","W2-D-000079","E2004702B000000000004F","W2-W-000079",12.89795600,77.59795600
3512,"7010000080","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-30","3rd Floor","Tenant","Bhavana Sharma","8010000080","2",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000050","W2-D-000080","E2004702B0000000000050","W2-W-000080",12.89795800,77.59810600
3513,"7010000081","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-31","Ground floor","Owner","Aarav Reddy","8010000081","3",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000051","W2-D-000081","E2004702B0000000000051","W2-W-000081",12.89796000,77.59825600
3514,"7010000082","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-32","1st Floor","Tenant","Vihaan Reddy","8010000082","4",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000052","W2-D-000082","E2004702B0000000000052","W2-W-000082",12.89796200,77.59840600
3515,"7010000083","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-33","2nd Floor","Owner","Aditya Reddy","8010000083","5",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000053","W2-D-000083","E2004702B0000000000053","W2-W-000083",12.89796400,77.59855600
3516,"7010000084","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-34","3rd Floor","Tenant","Arjun Reddy","8010000084","6",NULL,"2026-08-11 06:40:00.404","2026-08-11 06:40:00.404","E2004702A0000000000054","W2-D-000084","E2004702B0000000000054","W2-W-000084",12.89796600,77.59870600
3517,"7010000085","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-35","Ground floor","Owner","Rohan Reddy","8010000085","1",NULL,"2026-08-11 06:40:00.405","2026-08-11 06:40:00.405","E2004702A0000000000055","W2-D-000085","E2004702B0000000000055","W2-W-000085",12.89796800,77.59885600
3518,"7010000086","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-36","1st Floor","Tenant","Rahul Reddy","8010000086","2",NULL,"2026-08-11 06:40:00.405","2026-08-11 06:40:00.405","E2004702A0000000000056","W2-D-000086","E2004702B0000000000056","W2-W-000086",12.89797000,77.59900600
3519,"7010000087","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-37","2nd Floor","Owner","Karthik Reddy","8010000087","3",NULL,"2026-08-11 06:40:00.405","2026-08-11 06:40:00.405","E2004702A0000000000057","W2-D-000087","E2004702B0000000000057","W2-W-000087",12.89797200,77.59915600
3520,"7010000088","Zone A - Division 1 - Ward 2 - Block 1","Individual HHs","2-38","3rd Floor","Tenant","Vikram Reddy","8010000088","4",NULL,"2026-08-11 06:40:00.405","2026-08-11 06:40:00.405","E2004702A0000000000058","W2-D-000088","E2004702B0000000000058","W2-W-000088",12.89797400,77.59930600
